name,kind,defined_at,type,code_default,ui_fallback,live_value,origin,readers,controls,label_guide_match,status
FAST_MARKET_REASONING,env,trader/auto_trader_loop.go:92,string,max (last .env occurrence wins; all 4 are max),n/a (env),max (4 dup keys in .env),E,trader/auto_trader_loop.go:92; trader/auto_trader_loop.go:97,"fast-market AI reasoning effort — 4 duplicate .env keys, all max (loader last-wins)",yes,CONFLICT
FLIP_ATR_BUFFER,env,config/config.go:229,float,0.5,n/a (env),(not set → code default),default,config/config.go:229; kernel/plan_lifecycle.go:345,env knob,"n/a (env knob, no Studio control)",LIVE
FLIP_CONFIRM_CLOSES,env,config/config.go:230,int,2,n/a (env),(not set → code default),default,config/config.go:230; kernel/plan_lifecycle.go:356,env knob,"n/a (env knob, no Studio control)",LIVE
FLIP_EVAL_MAX_STALE_S,env,kernel/flip_freshness.go:42,string,"""""",n/a (env),(not set → code default),default,kernel/flip_freshness.go:42,env knob,"n/a (env knob, no Studio control)",LIVE
FLIP_MIN_HOLD_MIN,env,kernel/flip_freshness.go:31,string,"""""",n/a (env),(not set → code default),default,kernel/flip_freshness.go:31,env knob,"n/a (env knob, no Studio control)",LIVE
FVG_CE_WIDTH_PTS,env,kernel/fvg_entry.go:41,string,"""""",n/a (env),(not set → code default),default,kernel/fvg_entry.go:41,env knob,"n/a (env knob, no Studio control)",LIVE
FVG_ENTRY_LOOKBACK_BARS,env,kernel/fvg_entry.go:280,string,"""""",n/a (env),(not set → code default),default,kernel/fvg_entry.go:280,env knob,"n/a (env knob, no Studio control)",LIVE
FVG_ENTRY_MIN_DISP_ATR,env,kernel/fvg_entry.go:27,string,"""""",n/a (env),(not set → code default),default,kernel/fvg_entry.go:27,env knob,yes,LIVE
GOROOT,env,cmd/gate-jwt/main_pin_test.go:92,string,"""""",n/a (env),(not set → code default),default,telegram/bot_goroutine_test.go:153; cmd/gate-jwt/main_pin_test.go:92,env knob,"n/a (env knob, no Studio control)",LIVE
HISTORICAL_IMPORT_SEAM,env,trader/historical_import.go:37,string,"""""",n/a (env),on,E,trader/historical_import.go:37,historical import seam (live on),"n/a (env knob, no Studio control)",LIVE
HISTORICAL_IMPORT_TIMEOUT_MIN,env,trader/historical_import.go:45,string,"""""",n/a (env),(not set → code default),default,trader/historical_import.go:45,env knob,"n/a (env knob, no Studio control)",LIVE
HOME,env,cmd/nofx-activate/main.go:83,string,"""""",n/a (env),(not set → code default),default,cmd/nofx-activate/main.go:83,env knob,"n/a (env knob, no Studio control)",LIVE
HTF_VETO_MODE,env,kernel/htf_veto.go:41,string,"""""",n/a (env),cross,E,kernel/htf_veto.go:41; kernel/htf_veto.go:48,HTF veto mode (live cross),yes,LIVE
HTF_VETO_TF,env,kernel/htf_veto.go:25,string,"""""",n/a (env),(not set → code default),default,kernel/htf_veto.go:25,env knob,yes,LIVE
IDENTITY_WRITE_GOLDEN,env,kernel/identity_output_parity_test.go:36,string,"""""",n/a (env),(not set → code default),default,kernel/identity_output_parity_test.go:36,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
INDODAX_TEST_API_KEY,env,trader/indodax/trader_test.go:13,string,"""""",n/a (env),(not set → code default),default,trader/indodax/trader_test.go:13,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
INDODAX_TEST_SECRET_KEY,env,trader/indodax/trader_test.go:14,string,"""""",n/a (env),(not set → code default),default,trader/indodax/trader_test.go:14,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
INGEST_QUEUE_CAP,env,provider/ninjatrader/tcp_server.go:633,string,"""""",n/a (env),(not set → code default),default,provider/ninjatrader/tcp_server.go:633,env knob,yes,LIVE
JWT_SECRET,env,config/config.go:165,string,"""""",n/a (env),<set>,E,cmd/gate-jwt/main.go:58; config/config.go:165,env knob,"n/a (env knob, no Studio control)",LIVE
KNOB_PRUNE_WRITE_GOLDEN,env,kernel/knob_prune_pin_test.go:41,string,"""""",n/a (env),(not set → code default),default,kernel/knob_prune_pin_test.go:41; trader/knob_prune_pin_test.go:51,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
KUCOIN_TEST_API_KEY,env,trader/kucoin/order_sync_test.go:13,string,"""""",n/a (env),(not set → code default),default,trader/kucoin/order_sync_test.go:13,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
KUCOIN_TEST_PASSPHRASE,env,trader/kucoin/order_sync_test.go:15,string,"""""",n/a (env),(not set → code default),default,trader/kucoin/order_sync_test.go:15,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
KUCOIN_TEST_SECRET_KEY,env,trader/kucoin/order_sync_test.go:14,string,"""""",n/a (env),(not set → code default),default,trader/kucoin/order_sync_test.go:14,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
LEVELSTATS_PROOF_DB,env,trader/ninjatrader/level_stats_nightly_test.go:110,string,"""""",n/a (env),(not set → code default),default,trader/ninjatrader/level_stats_nightly_test.go:110,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
LEVELSTATS_PROOF_NOW,env,trader/ninjatrader/level_stats_nightly_test.go:115,string,"""""",n/a (env),(not set → code default),default,trader/ninjatrader/level_stats_nightly_test.go:115,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
LEVELSTATS_PROOF_TRADER,env,trader/ninjatrader/level_stats_nightly_test.go:111,string,"""""",n/a (env),(not set → code default),default,trader/ninjatrader/level_stats_nightly_test.go:111,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
LEVEL_ROLE_MAP,env,main.go:362,string,"""""",n/a (env),(not set → code default),default,main.go:362,env knob,yes,LIVE
LIGHTER_API_KEY,env,trader/lighter/integration_test.go:22,string,"""""",n/a (env),(not set → code default),default,trader/lighter/integration_test.go:22; trader/lighter/integration_test.go:38; trader/lighter/integration_test.go:539; trader/lighter/integration_test.go:560,env knob,"n/a (env knob, no Studio control)",LIVE
LIGHTER_API_KEY_INDEX,env,trader/lighter/integration_test.go:25,string,"""""",n/a (env),(not set → code default),default,trader/lighter/integration_test.go:25,env knob,"n/a (env knob, no Studio control)",LIVE
LIGHTER_TEST,env,trader/lighter/integration_test.go:32,string,"""""",n/a (env),(not set → code default),default,trader/lighter/integration_test.go:32; trader/lighter/integration_test.go:539; trader/lighter/integration_test.go:560,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
LIGHTER_TRADE_TEST,env,trader/lighter/integration_test.go:337,string,"""""",n/a (env),(not set → code default),default,trader/lighter/integration_test.go:337; trader/lighter/integration_test.go:386; trader/lighter/integration_test.go:755; trader/lighter/integration_test.go:795; trader/lighter/integration_test.go:837; trader/lighter/integration_test.go:982; trader/lighter/integration_test.go:1016,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
LIGHTER_WALLET,env,trader/lighter/integration_test.go:21,string,"""""",n/a (env),(not set → code default),default,trader/lighter/integration_test.go:21; trader/lighter/integration_test.go:35,env knob,"n/a (env knob, no Studio control)",LIVE
LIVE_CONDITIONS,env,kernel/condition_status.go:111,string,"""""",n/a (env),(not set → code default),default,kernel/condition_status.go:111,env knob,yes,LIVE
LOG_DB_RETENTION_DAYS,env,main.go:118,string,"""""",n/a (env),(not set → code default),default,main.go:118; store/log_event.go:76,env knob,"n/a (env knob, no Studio control)",LIVE
MIN_SL_ATR_MULT,env,kernel/min_sl.go:45,string,"""""",n/a (env),(not set → code default),default,kernel/min_sl.go:45,env knob,yes,LIVE
MSS_MIN_DISP_ATR,env,kernel/mss.go:24,string,"""""",n/a (env),(not set → code default),default,kernel/mss.go:24,env knob,yes,LIVE
NINJATRADER_DATA_DIR,env,cmd/nq_smoke/main.go:59,string,"""""",n/a (env),<set>,E,cmd/nq_smoke/main.go:59,legacy CSV bridge path; live TCP path does not use it,"n/a (env knob, no Studio control)",LIVE
NOCHASE_MAX_DIST_ATR,env,trader/no_chase.go:72,string,"""""",n/a (env),(not set → code default),default,trader/no_chase.go:72,env knob,"n/a (env knob, no Studio control)",LIVE
NOCHASE_MAX_RUN_PTS,env,trader/no_chase.go:84,string,"""""",n/a (env),(not set → code default),default,trader/no_chase.go:84,env knob,"n/a (env knob, no Studio control)",LIVE
NOFX_BAR_SCALE_MISMATCH_MULT,env,provider/ninjatrader/bar_source.go:51,float,"""""",n/a (env),(not set → code default),default,provider/ninjatrader/bar_source.go:51,env knob,"n/a (env knob, no Studio control)",LIVE
NOFX_BAR_SCALE_MISMATCH_PCT,env,provider/ninjatrader/bar_source.go:48,float,"""""",n/a (env),(not set → code default),default,provider/ninjatrader/bar_source.go:48,env knob,"n/a (env knob, no Studio control)",LIVE
NOFX_CALENDAR_STATIC,env,trader/auto_trader_calendar.go:117,string,"""""",n/a (env),(not set → code default),default,trader/auto_trader_calendar.go:117,env knob,"n/a (env knob, no Studio control)",LIVE
NOFX_CHART_ACROSS_ROLL,env,api/handler_klines.go:572,string,"""""",n/a (env),(not set → code default),default,api/handler_klines.go:572,env knob,yes,LIVE
NOFX_CLOCK_STATE,env,kernel/clock_health.go:146,string,"""""",n/a (env),(not set → code default),default,kernel/clock_health.go:146,env knob,"n/a (env knob, no Studio control)",LIVE
NOFX_DB_PATH,env,cmd/levelstats-backfill/main.go:35,string,"""""",n/a (env),(not set → code default),default,cmd/levelstats-backfill/main.go:35,env knob,"n/a (env knob, no Studio control)",LIVE
NOFX_DEMO_DB,env,trader/demo_seed_test.go:121,string,"""""",n/a (env),(not set → code default),default,trader/demo_verify_test.go:26; trader/demo_seed_test.go:121,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
NOFX_DEMO_SEED,env,trader/demo_seed_test.go:114,string,"""""",n/a (env),(not set → code default),default,trader/demo_seed_test.go:114,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
NOFX_DEMO_TRADER,env,trader/demo_seed_test.go:117,string,"""""",n/a (env),(not set → code default),default,trader/demo_seed_test.go:117,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
NOFX_DEMO_VERIFY,env,trader/demo_verify_test.go:23,string,"""""",n/a (env),(not set → code default),default,trader/demo_verify_test.go:23,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
NOFX_EXPECTED_REVISION,env,kernel/boot_integrity.go:88,string,"""""",n/a (env),(not set → code default),default,kernel/boot_integrity.go:88,env knob,"n/a (env knob, no Studio control)",LIVE
NOFX_REHEARSAL,env,trader/acceptance_rehearsal_test.go:115,string,"""""",n/a (env),(not set → code default),default,trader/acceptance_rehearsal_test.go:115,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
NOFX_REHEARSAL_BASE,env,trader/acceptance_rehearsal_test.go:126,string,"""""",n/a (env),(not set → code default),default,trader/acceptance_rehearsal_test.go:126,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
NOFX_REHEARSAL_DB,env,trader/acceptance_rehearsal_test.go:118,string,"""""",n/a (env),(not set → code default),default,trader/acceptance_rehearsal_test.go:118,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
NOFX_REHEARSAL_OUT,env,trader/acceptance_rehearsal_test.go:122,string,"""""",n/a (env),(not set → code default),default,trader/acceptance_rehearsal_test.go:122,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
NOFX_REHEARSAL_TRADER,env,trader/acceptance_rehearsal_test.go:130,string,"""""",n/a (env),(not set → code default),default,trader/acceptance_rehearsal_test.go:130,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
NOFX_RELEASE_DIR,env,internal/installpath/releasedir.go:38,string,"""""",n/a (env),(not set → code default),default,internal/installpath/releasedir.go:38,env knob,yes,LIVE
NOFX_TRADER_ID,env,cmd/levelstats-backfill/main.go:41,string,"""""",n/a (env),(not set → code default),default,cmd/levelstats-backfill/main.go:41,env knob,"n/a (env knob, no Studio control)",LIVE
NT8_ORDER_SNAPSHOT_SECS,env,trader/f12_leg4.go:222,string,"""""",n/a (env),(not set → code default),default,trader/f12_leg4.go:222,env knob,"n/a (env knob, no Studio control)",LIVE
NT_ALLOWED_ACCOUNTS,env,config/config.go:215,string,"""""",n/a (env),(not set → code default),default,config/config.go:215,NinjaTrader bridge knob,"n/a (env knob, no Studio control)",LIVE
NT_EXTRA_SYMBOLS,env,trader/ninjatrader/transport.go:139,string,"""""",n/a (env),ES,E,trader/ninjatrader/transport.go:139,extra NT symbols (live ES),"n/a (env knob, no Studio control)",LIVE
NT_RUNTIME_SYMBOLS,env,api/handler_debug.go:18,string,"""""",n/a (env),true,E,api/handler_debug.go:18,runtime symbol discovery (live true),"n/a (env knob, no Studio control)",LIVE
NT_TCP_LISTEN_ADDR,env,provider/ninjatrader/tcp_server.go:688,string,"""""",n/a (env),(not set → code default),default,provider/ninjatrader/tcp_server.go:688,NinjaTrader bridge knob,"n/a (env knob, no Studio control)",LIVE
OB_LOOKBACK_BARS,env,kernel/levels_zones.go:306,string,"""""",n/a (env),(not set → code default),default,kernel/levels_zones.go:306,env knob,"n/a (env knob, no Studio control)",LIVE
ONE_SETUP_GOLDEN_WRITE,env,trader/one_setup_golden_fixture_test.go:189,string,"""""",n/a (env),(not set → code default),default,trader/one_setup_golden_fixture_test.go:189,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
OPENAI_API_KEY,env,telegram/bot.go:420,string,"""""",n/a (env),(not set → code default),default,telegram/bot.go:420,env knob,"n/a (env knob, no Studio control)",LIVE
PATH,env,internal/updaterworker/releasefixture/releasefixture.go:47,string,"""""",n/a (env),(not set → code default),default,internal/updaterworker/releasefixture/releasefixture.go:47,env knob,"n/a (env knob, no Studio control)",LIVE
PERSIST_STALL_WATCHDOG_S,env,provider/ninjatrader/bar_persist.go:32,string,"""""",n/a (env),(not set → code default),default,provider/ninjatrader/bar_persist.go:32,env knob,yes,LIVE
PLANNER_CANDLES,env,kernel/weekly_knobs.go:122,string,"""""",n/a (env),(not set → code default),default,kernel/weekly_knobs.go:122,env knob,yes,LIVE
POSITION_RECONCILE,env,trader/position_desync.go:35,string,"""""",n/a (env),(not set → code default),default,trader/position_desync.go:35,env knob,"n/a (env knob, no Studio control)",LIVE
POST_EXIT_DELAY_MS,env,trader/auto_trader_postexit.go:39,string,"""""",n/a (env),(not set → code default),default,trader/auto_trader_postexit.go:39,env knob,"n/a (env knob, no Studio control)",LIVE
POST_EXIT_RESCAN,env,trader/auto_trader_postexit.go:31,string,"""""",n/a (env),(not set → code default),default,trader/auto_trader_postexit.go:31,env knob,"n/a (env knob, no Studio control)",LIVE
RESEARCH_RETAIN_DAYS,env,researchsnapshot/volume.go:146,string,"""""",n/a (env),(not set → code default),default,researchsnapshot/volume.go:146,env knob,yes,LIVE
RESEARCH_SNAPSHOT,env,researchsnapshot/runtime.go:62,string,"""""",n/a (env),(not set → code default),default,researchsnapshot/runtime.go:62; researchsnapshot/runtime.go:67,env knob,yes,LIVE
RETEST_WAIT_BARS,env,kernel/entry_law.go:155,string,"""""",n/a (env),(not set → code default),default,kernel/entry_law.go:155,env knob,yes,LIVE
RETRY_MODE,env,kernel/planner_speed.go:13,string,"""""",n/a (env),(not set → code default),default,kernel/planner_speed.go:13,env knob,yes,LIVE
RISK_MAX_CONCURRENT_TRADES,env,config/config.go:224,int,2,n/a (env),(not set → code default),default,config/config.go:224,server-side concurrent trades backstop (default 2),"n/a (env knob, no Studio control)",LIVE
RISK_MAX_DAILY_LOSS_USD,env,config/config.go:223,int,500,n/a (env),(not set → code default),default,config/config.go:223,server-side daily loss backstop (default 500),yes,LIVE
RISK_MAX_NOTIONAL_USD,env,config/config.go:236,string,50_000,n/a (env),(not set → code default),default,config/config.go:236,server-side notional backstop (default 50k; loaded but enforced nowhere per config.go 6.8 note),"n/a (env knob, no Studio control)",LIVE
ROLL_BLOCK_DAYS_BEFORE_EXPIRY,env,trader/contract_roll.go:48,string,"""""",n/a (env),(not set → code default),default,trader/contract_roll.go:48,env knob,"n/a (env knob, no Studio control)",LIVE
SANDBOX_LLM,env,api/sandbox.go:24,string,"""""",n/a (env),(not set → code default),default,api/sandbox.go:24,sandbox knob,"n/a (env knob, no Studio control)",LIVE
SANDBOX_MODE,env,config/config.go:245,string,"""""",n/a (env),(not set → code default),default,api/sandbox.go:17; config/config.go:245,sandbox knob,"n/a (env knob, no Studio control)",LIVE
SESSION_EXTREME_ATR_K,env,kernel/map_projections.go:33,string,"""""",n/a (env),(not set → code default),default,kernel/map_projections.go:33,env knob,yes,LIVE
SHADOW_AB_ENABLED,env,trader/rootfix_shadow_ab.go:33,string,"""""",n/a (env),(not set → code default),default,trader/rootfix_shadow_ab.go:33,env knob,yes,LIVE
SHADOW_AB_N,env,trader/rootfix_shadow_ab.go:41,string,"""""",n/a (env),(not set → code default),default,trader/rootfix_shadow_ab.go:41,env knob,yes,LIVE
SHADOW_CONDITIONS,env,kernel/condition_status.go:119,string,"""""",n/a (env),(not set → code default),default,kernel/condition_status.go:119,env knob,yes,LIVE
SPLIT_ARM_TEST_CLOCK_CT,env,trader/split_entry_test.go:375,string,"""""",n/a (env),(not set → code default),default,trader/split_entry_test.go:375,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
STAGE_A_CONTRACT_CAP,env,kernel/risk_limits.go:460,string,"""""",n/a (env),(not set → code default),default,kernel/risk_limits.go:460,test-harness golden/replay knob,yes,LIVE
STAGE_A_PARITY_OUT,env,kernel/stage_a_parity_test.go:35,string,"""""",n/a (env),(not set → code default),default,kernel/stage_a_parity_test.go:35,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
STALE_BAR_GRACE_S,env,kernel/stale_data.go:50,string,"""""",n/a (env),(not set → code default),default,kernel/stale_data.go:50,stale-bar/working reaper knob,"n/a (env knob, no Studio control)",LIVE
STALE_CONFIRM_ATR,env,kernel/plan_confirm.go:81,string,"""""",n/a (env),(not set → code default),default,kernel/plan_confirm.go:81,stale-bar/working reaper knob,"n/a (env knob, no Studio control)",LIVE
STALE_DODGE,env,trader/discard_burn.go:43,string,"""""",n/a (env),(not set → code default),default,trader/discard_burn.go:43,stale-bar/working reaper knob,"n/a (env knob, no Studio control)",LIVE
STALE_REEVAL_DRIFT_ATR,env,trader/discard_burn.go:52,string,"""""",n/a (env),(not set → code default),default,trader/discard_burn.go:52,stale-bar/working reaper knob,"n/a (env knob, no Studio control)",LIVE
STOP_ENTRY_OFFSET_TICKS,env,kernel/entry_law.go:144,string,"""""",n/a (env),(not set → code default),default,kernel/entry_law.go:144,env knob,yes,LIVE
STOP_ENTRY_SEAM,env,kernel/entry_law.go:138,string,off (semantic default; ruling says OFF),n/a (env),on,E,kernel/entry_law.go:138,stop-entry placement seam — gate at armed_executor.go:1378; .env ON against the 2026-09-05 OFF ruling (P1-1),yes,CONFLICT
STRUCTURE_MIN_SWING_ATR,env,kernel/structure.go:68,string,"""""",n/a (env),(not set → code default),default,kernel/structure.go:68,structure-map knob,"n/a (env knob, no Studio control)",LIVE
STRUCTURE_MSS_BODY_ATR,env,kernel/structure.go:78,string,"""""",n/a (env),(not set → code default),default,kernel/structure.go:78,structure-map knob,"n/a (env knob, no Studio control)",LIVE
STRUCTURE_SWING_K,env,kernel/structure.go:58,string,"""""",n/a (env),(not set → code default),default,kernel/structure.go:58,structure-map knob,"n/a (env knob, no Studio control)",LIVE
TOUCH_APPROACH_BARS,env,kernel/touch_telemetry.go:61,string,"""""",n/a (env),(not set → code default),default,kernel/touch_telemetry.go:61,touch-telemetry knob,"n/a (env knob, no Studio control)",LIVE
TOUCH_BAND_TICKS,env,kernel/touch_telemetry.go:30,string,"""""",n/a (env),(not set → code default),default,kernel/touch_telemetry.go:30,touch-telemetry knob,"n/a (env knob, no Studio control)",LIVE
TOUCH_EPISODE_MAX_BARS,env,kernel/touch_telemetry.go:41,string,"""""",n/a (env),(not set → code default),default,kernel/touch_telemetry.go:41,touch-telemetry knob,"n/a (env knob, no Studio control)",LIVE
TOUCH_VOL_LOOKBACK,env,kernel/touch_telemetry.go:51,string,"""""",n/a (env),(not set → code default),default,kernel/touch_telemetry.go:51,touch-telemetry knob,"n/a (env knob, no Studio control)",LIVE
TRADING_MODE,env,config/config.go:220,string,"""crypto""",n/a (env),futures,E,config/config.go:220,crypto vs futures path selection (live futures),"n/a (env knob, no Studio control)",LIVE
TRANSITION_MAX_MIN,env,kernel/transition.go:27,string,"""""",n/a (env),(not set → code default),default,kernel/transition.go:27,transition standdown knob,"n/a (env knob, no Studio control)",LIVE
TRANSPORT_ENCRYPTION,env,config/config.go:194,string,"""""",n/a (env),false,E,config/config.go:194,env knob,"n/a (env knob, no Studio control)",LIVE
TWELVEDATA_API_KEY,env,config/config.go:207,string,"""""",n/a (env),(not set → code default),default,config/config.go:207,env knob,"n/a (env knob, no Studio control)",LIVE
TZ,env,internal/updaterworker/host_os.go:24,string,"""""",n/a (env),(not set → code default),default,internal/updaterworker/host_os.go:24,env knob,"n/a (env knob, no Studio control)",LIVE
UPDATE_GOLDEN,env,internal/updaterjob/golden_test.go:21,string,"""""",n/a (env),(not set → code default),default,internal/updaterjob/golden_test.go:21; kernel/futures_prompt_boxes_test.go:40; kernel/futures_prompt_plan_test.go:80; kernel/plan_header_mode_test.go:36; kernel/futures_prompt_keylevels_test.go:72; store/settings_truth_test.go:167,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
VOID_SCOPE_BARS,env,kernel/void_scope.go:53,string,"""""",n/a (env),(not set → code default),default,kernel/void_scope.go:53,env knob,"n/a (env knob, no Studio control)",LIVE
WAVE_A_RECORD_MIGRATE,env,store/wave_a_migration.go:42,string,"""""",n/a (env),(not set → code default),default,store/wave_a_migration.go:42,env knob,"n/a (env knob, no Studio control)",LIVE
WEEKLY_CONFLUENCE_BAND_ATR,env,kernel/weekly_knobs.go:77,string,"""""",n/a (env),(not set → code default),default,kernel/weekly_knobs.go:77,weekly level counter knob,yes,LIVE
WEEKLY_COUNTER_MODE,env,kernel/weekly_knobs.go:99,string,"""""",n/a (env),(not set → code default),default,kernel/weekly_knobs.go:99,weekly level counter knob,"n/a (env knob, no Studio control)",LIVE
WEEKLY_INVALIDATION_TF_DEFAULT,env,kernel/weekly_knobs.go:111,string,"""""",n/a (env),(not set → code default),default,kernel/weekly_knobs.go:111,weekly level counter knob,"n/a (env knob, no Studio control)",LIVE
WEEKLY_READ_CT,env,kernel/weekly_knobs.go:25,string,"""""",n/a (env),(not set → code default),default,kernel/weekly_knobs.go:25,weekly level counter knob,yes,LIVE
WEEKLY_SHADOW_MULT,env,kernel/weekly_knobs.go:88,string,"""""",n/a (env),(not set → code default),default,kernel/weekly_knobs.go:88,weekly level counter knob,yes,LIVE
AIExecReasoning,system_config,config/config.go:141,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:231,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
AIPlanReasoning,system_config,config/config.go:142,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:232,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
APIServerHost,system_config,config/config.go:67,string,"""""",n/a (config),(env rows carry live values),default,api/server.go:50; config/config.go:151; config/config.go:185; main.go:668,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
APIServerPort,system_config,config/config.go:68,int,0,n/a (config),(env rows carry live values),default,config/config.go:152; config/config.go:177; main.go:668; telegram/bot.go:71; telegram/bot.go:93; telegram/bot.go:124; telegram/bot.go:166,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
AllowedNTAccounts,system_config,config/config.go:111,[]string,[],n/a (config),(env rows carry live values),default,api/handler_account.go:169; config/config.go:106; config/config.go:217; trader/ninjatrader/tcp_trader.go:506,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
AlpacaAPIKey,system_config,config/config.go:97,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:205; provider/alpaca/kline.go:48,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
AlpacaSecretKey,system_config,config/config.go:98,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:206; provider/alpaca/kline.go:49,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
DBHost,system_config,config/config.go:79,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:157; config/config.go:252; main.go:94,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
DBName,system_config,config/config.go:83,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:160; config/config.go:266; main.go:98; store/driver.go:30; store/driver.go:84; store/driver.go:213; store/gorm.go:109,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
DBPassword,system_config,config/config.go:82,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:263; main.go:97,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
DBPath,system_config,config/config.go:73,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:156; config/config.go:250; internal/holdcli/holdcli.go:34; internal/holdcli/holdcli.go:40; internal/installpath/installpath.go:25; internal/installpath/installpath.go:27; internal/installpath/installpath.go:68; internal/installpath/installpath.go:76; +21 more,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
DBPort,system_config,config/config.go:80,int,0,n/a (config),(env rows carry live values),default,config/config.go:158; config/config.go:256; main.go:95,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
DBSSLMode,system_config,config/config.go:84,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:161; config/config.go:269; main.go:99,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
DBType,system_config,config/config.go:72,string,"""""",n/a (config),(env rows carry live values),default,cmd/levelstats-backfill/main.go:47; config/config.go:155; config/config.go:243; main.go:76; main.go:86; main.go:87; main.go:88; main.go:89; +30 more,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
DBUser,system_config,config/config.go:81,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:159; config/config.go:260; main.go:96,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
DatabentoAPIKey,system_config,config/config.go:102,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:210,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
ExperienceImprovement,system_config,config/config.go:94,bool,false,n/a (config),(env rows carry live values),default,config/config.go:153; config/config.go:201; config/config.go:275,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
FlipATRBuffer,system_config,config/config.go:136,float64,0,n/a (config),(env rows carry live values),default,config/config.go:132; config/config.go:229; kernel/plan_lifecycle.go:246; kernel/plan_lifecycle.go:284; kernel/plan_lifecycle.go:314; kernel/plan_lifecycle.go:337; kernel/plan_lifecycle.go:342; kernel/plan_lifecycle.go:344; +1 more,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
FlipConfirmCloses,system_config,config/config.go:137,int,0,n/a (config),(env rows carry live values),default,config/config.go:134; config/config.go:230; kernel/confirm_resolver.go:30; kernel/plan_lifecycle.go:295; kernel/plan_lifecycle.go:296; kernel/plan_lifecycle.go:329; kernel/plan_lifecycle.go:330; kernel/plan_lifecycle.go:353; +2 more,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
JWTSecret,system_config,config/config.go:69,string,"""""",n/a (config),(env rows carry live values),default,api/handler_updates.go:422; auth/auth.go:14; auth/auth.go:15; auth/auth.go:37; auth/auth.go:154; auth/auth.go:181; cmd/gate-jwt/main.go:67; config/config.go:39; +5 more,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
